序号,标题,URL
Fig 11,Fig. 11. Long-tail performance comparison of QCNet and CDKFormer based on minFDE6 on Argoverse 2 motion forecast dataset.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Fig%2011.png
Fig 12,"Fig. 12. Performance comparison of long-tail learning methods on inD dataset. The violin plots show the error distributions for CDKFormer 
and four baseline long-tail learning methods, including balancing sampling, loss reweighting, Contrastive, and FEND, on the top 10 % of tail samples 
of inD dataset. Performance is evaluated across four metrics: (a) minADE6, (b) minFDE6, (c) b-minFDE6, and (d) MR6. Statistical signiﬁcance between 
CDKFormer and each baseline was determined using a Mann-Whitney U test. (∗: 𝑝< 0.05, ∗∗: 𝑝< 0.01, ∗∗∗: 𝑝< 0.001, ns: not signiﬁcant).",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Fig%2012.png
Fig 13,"Fig. 13. Visual comparison of multimodal trajectory prediction results. Vehicles are represented by bounding boxes in dark blue. Historical 
and ground-truth trajectories are illustrated with light blue and orange solid lines, respectively. The top row displays the results from our proposed 
CDKFormer, while the bottom row shows the corresponding predictions from QCNet. The corresponding diﬃculty score 𝑆𝑑 and rarity score 𝑆𝑟 are 
provided for each scenario.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Fig%2013.png
Fig 10,"Fig. 10. Performance comparison of QCNet and CDKFormer based on minADE6 across various deviation features on Argoverse 2 motion  forecast dataset. minADE6 data is categorized into ﬁve bins of equal size using quantile binning based on feature values, with results presented as  mean values and standard deviation for samples within each bin.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Fig%2010.png
Table 1,Table 1  Long-tail characteristics of trajectory samples in Argoverse 2 mo- tion forecasting dataset.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Table%201.png
Table 2,"Table 2  Prediction performance in comparison with SOTA trajectory prediction models on Argoverse 2  motion forecast dataset. Performance is reported for all samples, top 10 % tail samples, and top 5 %  tail samples.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Table%202.png
Table 3,"Table 3  Prediction performance in comparison with SOTA trajectory prediction models on inD Dataset. Performance is reported for all samples, top 10 % tail samples, and top 5 % tail samples.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Table%203.png
Table 4,"Table 4  Prediction performance in comparison with SOTA long-tail learning methods on Argoverse 2 motion forecast  dataset. Performance is reported for all samples, top 10 % tail samples, and top 5 % tail samples.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Table%204.png
Table 5,"Table 5  Prediction performance in comparison with SOTA long-tail learning methods on inD Dataset. Performance is  reported for all samples, top 10 % tail samples, and top 5 % tail samples.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Table%205.png
Table 6,"Table 6  CVaR for minFDE6 on the inD Dataset. The table shows the average minFDE6 for increasingly challenging subsets of the tail  distribution, from the worst 10 % (90th percentile) to the worst 1 % (99th percentile) of cases.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Table%206.png
Table 7,Table 7  Ablation study on input deviation feature. Results are  shown on Argoverse 2 motion forecast dataset and presented  in minADE6/minFDE6.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Table%207.png
Table 8,Table 8  Ablation study on query design. Results are shown on Argoverse 2 motion  forecast dataset and presented in minADE6/minFDE6.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Table%208.png
Table 9,Table 9  Ablation study on multistream cross-attention block structure. Re- sults are shown on Argoverse 2 motion forecast dataset and presented in  minADE6/minFDE6.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105430/Table%209.png
